seed,featureset,method,instability
0,leaky,SHAP,0.22743568829304914
0,leaky,LIME,0.0999769254238149
0,leaky,IG,0.09917235443150699
0,leaky,ICE,0.026193711357209947
0,leak_aware,SHAP,0.26063700647627946
0,leak_aware,LIME,0.01830718408220574
0,leak_aware,IG,0.02288055823133755
0,leak_aware,ICE,0.011908001223786591
